Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1990","°c","0.572"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1991","°c","0.296"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1992","°c","0.053"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1993","°c","0.938"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1994","°c","1.59"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1995","°c","0.809"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1996","°c","0.775"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1997","°c","1.35"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1998","°c","1.703"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","1999","°c","2.132"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2000","°c","1.453"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2001","°c","1.589"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2002","°c","1.295"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2003","°c","3.258"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2004","°c","0.974"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2005","°c","1.121"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2006","°c","1.6"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2007","°c","1.612"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2008","°c","1.39"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2009","°c","1.742"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2010","°c","1.113"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2011","°c","1.206"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2012","°c","2.473"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2013","°c","1.174"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2014","°c","1.152"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2015","°c","2.034"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2016","°c","1.356"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2017","°c","2.402"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2018","°c","1.565"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2019","°c","2.463"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2020","°c","1.764"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2021","°c","3.101"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2022","°c","3.449"
"Temperature change on land","Malta","Temperature change","Jun–Jul–Aug","2023","°c","2.509"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1961","°c","-0.502"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1962","°c","-1.496"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1963","°c","-0.201"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1964","°c","0.277"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1965","°c","-1.073"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1966","°c","-0.104"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1967","°c","0.338"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1968","°c","0.09"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1969","°c","0.689"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1970","°c","0.47"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1971","°c","0.19"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1972","°c","-0.486"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1973","°c","0.987"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1974","°c","-0.542"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1975","°c","1.38"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1976","°c","1.896"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1977","°c","-0.325"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1978","°c","-0.883"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1979","°c","-0.441"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1980","°c","-0.322"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1981","°c","-0.095"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1982","°c","1.297"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1983","°c","2"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1984","°c","-0.247"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1985","°c","-0.552"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1986","°c","0.221"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1987","°c","-0.505"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1988","°c","-0.038"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1989","°c","0.804"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1990","°c","0.691"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1991","°c","0.527"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1992","°c","1.799"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1993","°c","-0.281"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1994","°c","2.04"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1995","°c","1.88"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1996","°c","0.311"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1997","°c","1.888"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1998","°c","0.244"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","1999","°c","1.14"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2000","°c","0.371"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2001","°c","1.278"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2002","°c","1.745"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2003","°c","2.946"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2004","°c","1.081"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2005","°c","0.786"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2006","°c","2.208"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2007","°c","1.1"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2008","°c","1.319"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2009","°c","1.287"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2010","°c","1.673"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2011","°c","0.534"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2012","°c","0.86"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2013","°c","1.402"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2014","°c","1.356"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2015","°c","1.551"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2016","°c","1.719"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2017","°c","1.802"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2018","°c","2.998"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2019","°c","2.852"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2020","°c","2.234"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2021","°c","1.782"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2022","°c","2.744"
"Temperature change on land","Netherlands (Kingdom of the)","Temperature change","Jun–Jul–Aug","2023","°c","2.283"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1961","°c","-0.153"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1962","°c","-1.329"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1963","°c","1.118"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1964","°c","0.675"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1965","°c","-0.971"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1966","°c","-0.003"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1967","°c","0.393"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1968","°c","0.315"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1969","°c","0.05"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1970","°c","-0.056"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1971","°c","0.334"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1972","°c","0.732"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1973","°c","0.07"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1974","°c","-0.869"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1975","°c","0.426"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1976","°c","-0.726"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1977","°c","-0.788"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1978","°c","-1.336"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1979","°c","-0.323"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1980","°c","-0.98"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1981","°c","0.025"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1982","°c","0.434"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1983","°c","0.61"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1984","°c","-1.181"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1985","°c","-0.463"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1986","°c","-0.025"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1987","°c","-0.762"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1988","°c","0.451"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1989","°c","0.041"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1990","°c","-0.101"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1991","°c","0.216"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1992","°c","2.243"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1993","°c","-0.937"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1994","°c","1.249"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1995","°c","1.052"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1996","°c","-0.186"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1997","°c","0.745"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1998","°c","0.11"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","1999","°c","1.199"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2000","°c","0.166"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2001","°c","0.891"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2002","°c","2.12"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2003","°c","1.85"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2004","°c","0.322"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2005","°c","0.287"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2006","°c","1.697"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2007","°c","1.533"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2008","°c","1.021"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2009","°c","0.726"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2010","°c","1.908"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2011","°c","1.115"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2012","°c","1.234"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2013","°c","1.422"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2014","°c","1.062"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2015","°c","1.983"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2016","°c","1.582"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2017","°c","1.366"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2018","°c","2.808"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2019","°c","2.966"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2020","°c","1.928"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2021","°c","2.273"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2022","°c","2.615"
"Temperature change on land","Poland","Temperature change","Jun–Jul–Aug","2023","°c","2.092"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1961","°c","1.223"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1962","°c","0.811"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1963","°c","-0.341"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1964","°c","0.687"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1965","°c","-0.004"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1966","°c","-0.238"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1967","°c","0.065"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1968","°c","0.205"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1969","°c","0.427"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1970","°c","-0.386"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1971","°c","-1.323"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1972","°c","-1.282"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1973","°c","0.277"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1974","°c","0.376"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1975","°c","0.177"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1976","°c","1.17"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1977","°c","-2.268"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1978","°c","-0.747"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1979","°c","0.566"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1980","°c","0.002"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1981","°c","1.353"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1982","°c","0.039"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1983","°c","-0.091"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1984","°c","0.06"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1985","°c","0.312"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1986","°c","0.277"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1987","°c","0.98"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1988","°c","-0.296"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1989","°c","1.936"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1990","°c","1.744"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1991","°c","1.769"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1992","°c","0.29"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1993","°c","0.733"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1994","°c","1.029"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1995","°c","1.601"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1996","°c","1.057"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1997","°c","-0.034"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1998","°c","1.548"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","1999","°c","1.273"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2000","°c","1.055"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2001","°c","0.878"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2002","°c","0.394"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2003","°c","2.143"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2004","°c","2.045"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2005","°c","2.512"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2006","°c","2.305"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2007","°c","0.288"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2008","°c","0.726"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2009","°c","1.532"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2010","°c","2.361"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2011","°c","0.958"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2012","°c","1.13"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2013","°c","1.678"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2014","°c","0.6"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2015","°c","2.187"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2016","°c","2.699"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2017","°c","2.469"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2018","°c","1.172"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2019","°c","0.792"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2020","°c","1.976"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2021","°c","0.994"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2022","°c","2.806"
"Temperature change on land","Portugal","Temperature change","Jun–Jul–Aug","2023","°c","2.927"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1961","°c","0.048"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1962","°c","0.004"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1963","°c","1.347"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1964","°c","0.337"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1965","°c","-0.546"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1966","°c","-0.208"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1967","°c","0.181"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1968","°c","-0.316"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1969","°c","-0.708"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1970","°c","-0.042"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1971","°c","-0.235"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1972","°c","0.586"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1973","°c","-0.543"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1974","°c","-0.593"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1975","°c","0.073"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1976","°c","-1.767"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1977","°c","-0.501"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1978","°c","-1.294"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1979","°c","-0.3"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1980","°c","-0.896"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1981","°c","0.037"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1982","°c","-0.108"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1983","°c","-0.149"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1984","°c","-1.531"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1985","°c","-0.361"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1986","°c","0.228"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1987","°c","0.405"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1988","°c","0.935"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1989","°c","-0.23"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1990","°c","0.14"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1991","°c","0.272"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1992","°c","1.408"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1993","°c","0.218"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1994","°c","1.164"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1995","°c","0.946"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1996","°c","0.466"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1997","°c","-0.11"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1998","°c","1.115"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","1999","°c","1.606"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2000","°c","1.394"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2001","°c","1.233"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2002","°c","1.642"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2003","°c","2.1"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2004","°c","0.431"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2005","°c","0.156"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2006","°c","0.744"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2007","°c","2.761"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2008","°c","1.57"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2009","°c","1.544"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2010","°c","2.004"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2011","°c","1.386"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2012","°c","3.345"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2013","°c","1.583"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2014","°c","0.886"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2015","°c","2.227"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2016","°c","1.866"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2017","°c","2.177"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2018","°c","2.131"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2019","°c","2.492"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2020","°c","1.834"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2021","°c","2.088"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2022","°c","2.757"
"Temperature change on land","Romania","Temperature change","Jun–Jul–Aug","2023","°c","2.369"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1993","°c","0.091"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1994","°c","1.894"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1995","°c","1.046"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1996","°c","0.074"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1997","°c","0.41"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1998","°c","1.069"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","1999","°c","1.118"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2000","°c","1.084"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2001","°c","0.99"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2002","°c","2.127"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2003","°c","2.81"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2004","°c","0.626"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2005","°c","0.434"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2006","°c","1.237"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2007","°c","2.366"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2008","°c","1.426"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2009","°c","1.41"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2010","°c","1.67"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2011","°c","1.33"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2012","°c","2.414"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2013","°c","1.847"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2014","°c","0.99"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2015","°c","3.129"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2016","°c","1.774"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2017","°c","2.483"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2018","°c","2.988"
