Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Saudi Arabia","Temperature change","Meteorological year","2020","°c","1.474"
"Temperature change on land","Saudi Arabia","Temperature change","Meteorological year","2021","°c","2.227"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2000","°c","0.916"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2001","°c","1.16"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2002","°c","1.433"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2003","°c","1.148"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2004","°c","1.204"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2005","°c","1.425"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2006","°c","1.436"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2007","°c","1.279"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2008","°c","1.37"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2009","°c","0.791"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2010","°c","1.527"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2011","°c","1.265"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2012","°c","0.926"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2013","°c","1.27"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2014","°c","1.202"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2015","°c","1.336"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2016","°c","1.694"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2017","°c","1.917"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2018","°c","1.136"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2019","°c","1.56"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2020","°c","1.826"
"Temperature change on land","Senegal","Temperature change","Meteorological year","2021","°c","1.946"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2006","°c","0.605"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2007","°c","1.942"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2008","°c","1.394"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2009","°c","1.421"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2010","°c","1.226"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2011","°c","0.803"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2012","°c","1.754"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2013","°c","1.477"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2014","°c","1.634"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2015","°c","1.76"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2016","°c","1.708"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2017","°c","1.28"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2018","°c","2.317"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2019","°c","2.08"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2020","°c","1.798"
"Temperature change on land","Serbia","Temperature change","Meteorological year","2021","°c","1.569"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2000","°c","1.473"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2001","°c","1.548"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2002","°c","1.06"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2003","°c","0.801"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2004","°c","0.571"
"Temperature change on land","Serbia and Montenegro","Temperature change","Meteorological year","2005","°c","0.022"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2000","°c","0.265"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2001","°c","0.592"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2002","°c","0.377"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2003","°c","0.576"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2004","°c","0.194"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2005","°c","0.402"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2006","°c","0.402"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2007","°c","0.705"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2008","°c","0.308"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2009","°c","0.542"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2010","°c","0.735"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2011","°c","0.64"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2012","°c","0.658"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2013","°c","0.368"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2014","°c","0.474"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2015","°c","0.787"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2016","°c","0.751"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2017","°c","0.921"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2018","°c","0.655"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2019","°c","1.116"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2020","°c","1.174"
"Temperature change on land","Seychelles","Temperature change","Meteorological year","2021","°c","0.626"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2000","°c",""
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2001","°c","0.721"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2002","°c","0.882"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2003","°c","0.692"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2004","°c","0.91"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2005","°c","1.099"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2006","°c","1.005"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2007","°c","0.689"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2008","°c","1.145"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2009","°c","0.785"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2010","°c","1.308"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2011","°c","1.093"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2012","°c","0.491"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2013","°c","0.978"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2014","°c","0.935"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2015","°c","1.128"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2016","°c","1.075"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2017","°c","1.669"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2018","°c","1.185"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2019","°c","1.507"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2020","°c","1.617"
"Temperature change on land","Sierra Leone","Temperature change","Meteorological year","2021","°c","1.724"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2000","°c",""
"Temperature change on land","Singapore","Temperature change","Meteorological year","2001","°c","0.314"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2002","°c",""
"Temperature change on land","Singapore","Temperature change","Meteorological year","2003","°c",""
"Temperature change on land","Singapore","Temperature change","Meteorological year","2004","°c","0.681"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2005","°c","0.649"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2006","°c","0.571"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2007","°c",""
"Temperature change on land","Singapore","Temperature change","Meteorological year","2008","°c",""
"Temperature change on land","Singapore","Temperature change","Meteorological year","2009","°c","0.573"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2010","°c","0.595"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2011","°c","0.685"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2012","°c","1.223"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2013","°c","1"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2014","°c","1.328"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2015","°c","1.596"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2016","°c","1.782"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2017","°c","1.158"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2018","°c","0.992"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2019","°c","1.626"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2020","°c","1.407"
"Temperature change on land","Singapore","Temperature change","Meteorological year","2021","°c","1.509"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2000","°c","1.629"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2001","°c","1.244"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2002","°c","1.382"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2003","°c","0.652"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2004","°c","0.547"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2005","°c","0.394"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2006","°c","0.623"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2007","°c","2.141"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2008","°c","1.513"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2009","°c","1.485"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2010","°c","0.673"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2011","°c","0.826"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2012","°c","1.558"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2013","°c","0.936"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2014","°c","2.344"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2015","°c","2.078"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2016","°c","1.917"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2017","°c","1.235"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2018","°c","2.507"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2019","°c","2.378"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2020","°c","1.982"
"Temperature change on land","Slovakia","Temperature change","Meteorological year","2021","°c","1.243"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2000","°c","1.802"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2001","°c","1.725"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2002","°c","1.524"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2003","°c","1.448"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2004","°c","0.751"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2005","°c","0.503"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2006","°c","0.89"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2007","°c","2.194"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2008","°c","1.603"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2009","°c","1.655"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2010","°c","0.796"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2011","°c","1.38"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2012","°c","1.957"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2013","°c","1.256"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2014","°c","2.457"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2015","°c","2.149"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2016","°c","2.068"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2017","°c","1.744"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2018","°c","2.438"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2019","°c","2.362"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2020","°c","2.254"
"Temperature change on land","Slovenia","Temperature change","Meteorological year","2021","°c","1.569"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2000","°c","0.501"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2001","°c",""
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2002","°c",""
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2003","°c","0.254"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2004","°c","0.378"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2005","°c","0.546"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2006","°c","0.362"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2007","°c","0.519"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2008","°c",""
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2009","°c","0.242"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2010","°c","0.503"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2011","°c","0.353"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2012","°c","0.527"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2013","°c","0.51"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2014","°c","0.625"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2015","°c","0.402"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2016","°c","0.714"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2017","°c","0.477"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2018","°c","0.597"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2019","°c","0.564"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2020","°c","0.769"
"Temperature change on land","Solomon Islands","Temperature change","Meteorological year","2021","°c","0.732"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2000","°c","0.397"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2001","°c","0.747"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2002","°c","0.783"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2003","°c","1.008"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2004","°c","0.439"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2005","°c","1.044"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2006","°c","0.832"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2007","°c","0.936"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2008","°c","0.647"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2009","°c","1.259"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2010","°c","1.055"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2011","°c","1.039"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2012","°c","0.965"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2013","°c","1.082"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2014","°c","1.12"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2015","°c","1.542"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2016","°c","1.301"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2017","°c","1.575"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2018","°c","0.64"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2019","°c","1.493"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2020","°c","1.687"
"Temperature change on land","Somalia","Temperature change","Meteorological year","2021","°c","1.564"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2000","°c","0.287"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2001","°c","0.535"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2002","°c","0.53"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2003","°c","0.942"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2004","°c","0.962"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2005","°c","1.131"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2006","°c","0.429"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2007","°c","0.815"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2008","°c","0.698"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2009","°c","0.723"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2010","°c","1.187"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2011","°c","0.471"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2012","°c","0.624"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2013","°c","0.738"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2014","°c","0.814"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2015","°c","1.3"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2016","°c","1.57"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2017","°c","1.14"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2018","°c","1.04"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2019","°c","1.926"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2020","°c","0.96"
"Temperature change on land","South Africa","Temperature change","Meteorological year","2021","°c","0.816"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2000","°c",""
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2001","°c","0.4"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2002","°c","-0.714"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2003","°c","0.812"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2004","°c",""
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2005","°c","0.077"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2006","°c","0.787"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2007","°c","0.208"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2008","°c","0.747"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2009","°c","0.298"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2010","°c","0.913"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2011","°c","0.821"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2012","°c","0.07"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2013","°c","-0.195"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2014","°c","0.066"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2015","°c","0.232"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2016","°c","0.04"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2017","°c","0.891"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2018","°c","0.932"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2019","°c","0.311"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2020","°c","0.157"
"Temperature change on land","South Georgia and the South Sandwich Islands","Temperature change","Meteorological year","2021","°c","1.256"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2011","°c","1.506"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2012","°c","1.172"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2013","°c","1.395"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2014","°c","0.946"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2015","°c","1.135"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2016","°c","1.272"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2017","°c","1.252"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2018","°c","1.118"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2019","°c","0.945"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2020","°c","0.536"
"Temperature change on land","South Sudan","Temperature change","Meteorological year","2021","°c","1.054"
"Temperature change on land","Spain","Temperature change","Meteorological year","2000","°c","0.787"
"Temperature change on land","Spain","Temperature change","Meteorological year","2001","°c","1.381"
"Temperature change on land","Spain","Temperature change","Meteorological year","2002","°c","0.79"
"Temperature change on land","Spain","Temperature change","Meteorological year","2003","°c","1.585"
"Temperature change on land","Spain","Temperature change","Meteorological year","2004","°c","0.982"
"Temperature change on land","Spain","Temperature change","Meteorological year","2005","°c","0.864"
"Temperature change on land","Spain","Temperature change","Meteorological year","2006","°c","1.495"
"Temperature change on land","Spain","Temperature change","Meteorological year","2007","°c","0.806"
"Temperature change on land","Spain","Temperature change","Meteorological year","2008","°c","0.846"
"Temperature change on land","Spain","Temperature change","Meteorological year","2009","°c","1.332"
"Temperature change on land","Spain","Temperature change","Meteorological year","2010","°c","0.893"
"Temperature change on land","Spain","Temperature change","Meteorological year","2011","°c","1.599"
"Temperature change on land","Spain","Temperature change","Meteorological year","2012","°c","1.027"
"Temperature change on land","Spain","Temperature change","Meteorological year","2013","°c","0.894"
"Temperature change on land","Spain","Temperature change","Meteorological year","2014","°c","1.589"
"Temperature change on land","Spain","Temperature change","Meteorological year","2015","°c","1.503"
"Temperature change on land","Spain","Temperature change","Meteorological year","2016","°c","1.689"
"Temperature change on land","Spain","Temperature change","Meteorological year","2017","°c","2.003"
"Temperature change on land","Spain","Temperature change","Meteorological year","2018","°c","1.107"
"Temperature change on land","Spain","Temperature change","Meteorological year","2019","°c","1.49"
"Temperature change on land","Spain","Temperature change","Meteorological year","2020","°c","2.037"
"Temperature change on land","Spain","Temperature change","Meteorological year","2021","°c","1.373"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2000","°c","0.604"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2001","°c","0.855"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2002","°c","1.012"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2003","°c","0.915"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2004","°c","0.829"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2005","°c","0.88"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2006","°c","0.628"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2007","°c","0.607"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2008","°c","0.534"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2009","°c","0.744"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2010","°c","1.079"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2011","°c","0.705"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2012","°c","0.93"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2013","°c","0.835"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2014","°c","0.948"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2015","°c","0.954"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2016","°c","1.319"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2017","°c","1.047"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2018","°c","0.771"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2019","°c","1.223"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2020","°c","1.265"
"Temperature change on land","Sri Lanka","Temperature change","Meteorological year","2021","°c","0.978"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2011","°c","0.837"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2012","°c","0.956"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2013","°c","1.127"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2014","°c","0.891"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2015","°c","1.445"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2016","°c","1.13"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2017","°c","1.177"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2018","°c","1.172"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2019","°c","0.809"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2020","°c","0.397"
"Temperature change on land","Sudan","Temperature change","Meteorological year","2021","°c","1.16"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2000","°c","0.472"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2001","°c","0.36"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2002","°c","1.044"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2003","°c","0.907"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2004","°c","1.033"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2005","°c","1.179"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2006","°c","1.085"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2007","°c","0.339"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2008","°c","0.801"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2009","°c","1.511"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2010","°c","1.596"
"Temperature change on land","Sudan (former)","Temperature change","Meteorological year","2011","°c",""
"Temperature change on land","Suriname","Temperature change","Meteorological year","2000","°c","0.693"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2001","°c","0.528"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2002","°c","0.684"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2003","°c","0.919"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2004","°c","0.953"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2005","°c","1.285"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2006","°c","0.868"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2007","°c","0.832"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2008","°c","0.895"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2009","°c","1.216"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2010","°c","1.353"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2011","°c","0.884"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2012","°c","0.877"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2013","°c","1.036"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2014","°c","1.039"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2015","°c","1.095"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2016","°c","1.581"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2017","°c","1.247"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2018","°c","1.058"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2019","°c","1.338"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2020","°c","1.49"
"Temperature change on land","Suriname","Temperature change","Meteorological year","2021","°c","1.083"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2000","°c","1.976"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2001","°c","1.386"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2002","°c","1.617"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2003","°c","0.843"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2004","°c","0.737"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2005","°c","2.446"
