VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2015,1223.344326362,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2016,1294.911325839,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2017,1273.129342272,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2018,1122.444252348,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2019,1216.626728923,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2020,1189.976992516,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2006,139.69049266,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2007,142.649318086,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2008,162.024070457,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2009,177.354497126,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2010,187.407481359,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2011,187.044488103,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2012,196.177940054,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2013,181.107610818,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2014,138.03543693,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2015,157.171454062,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2016,158.830949338,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2017,169.261889882,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2018,185.283438046,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2019,202.927569022,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2020,187.204620321,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2006,55.181270043,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2007,59.366446644,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2008,62.199878795,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2009,59.649176877,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2010,59.704737183,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2011,61.22128948,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2012,61.525111913,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2013,66.575847936,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2014,74.591125543,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2015,80.611984908,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2016,85.837613561,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2017,89.635024711,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2018,90.13089156,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2019,88.079447334,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2020,85.776213116,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2006,25.76642587,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2007,25.985531521,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2008,29.284843057,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2009,29.752724863,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2010,32.342979025,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2011,34.02351045,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2012,32.783898263,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2013,35.53418008,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2014,36.921636799,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2015,39.300707462,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2016,40.07630298,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2017,43.698233464,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2018,46.387183432,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2019,49.736165437,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2020,51.996926378,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2006,19.203517817,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2007,19.620126533,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2008,21.111869761,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2009,21.534280389,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2010,22.4317287,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2011,22.681155925,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2012,22.616438106,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2013,23.334582073,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2014,24.303211802,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2015,25.680355029,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2016,27.192745815,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2017,29.135081485,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2018,30.763267609,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2019,30.913315784,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2020,28.533127759,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2006,22.255505731,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2007,19.019159003,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2008,19.77414303,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2009,19.93940512,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2010,21.044450594,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2011,20.30428656,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2012,21.396999067,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2013,21.361994257,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2014,22.958040487,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2015,22.991445476,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2016,24.503409471,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2017,25.202856212,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2018,28.171838636,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2019,26.895780629,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2020,24.671726119,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2006,72.842985553,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2007,93.706995856,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2008,109.638243296,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2009,107.55285758,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2010,120.604011717,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2011,124.091139853,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2012,109.426555419,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2013,144.114510282,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2014,132.355725377,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2015,141.328381589,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2016,148.914144635,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2017,146.800642768,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2018,152.542579674,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2019,156.288621156,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2020,152.333208619,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2010,38.342303641,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2011,38.483069745,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2012,37.91391798,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2013,29.993978224,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2014,36.317516588,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2015,40.543915545,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2016,42.430250052,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2017,42.572819987,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2018,43.011137424,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2019,45.542473086,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2020,41.450289669,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2006,28.785638785,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2007,30.559236535,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2008,31.855517534,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2009,30.393879674,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2010,30.612436634,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2011,30.646819227,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2012,28.387099764,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2013,31.448328184,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2014,31.280100686,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2015,33.707585211,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2016,35.01126371,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2017,37.375981734,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2018,39.064812054,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2019,40.289757451,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2020,36.072600266,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2006,144.361492911,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2007,149.000336176,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2008,147.02547117,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2009,139.280325604,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2010,146.177575601,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2011,155.084420363,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2012,158.346114198,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2013,164.45099574,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2014,173.544915645,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2015,186.119058999,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2016,194.385099827,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2017,204.913772426,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2018,214.800319774,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2019,225.887128941,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2020,189.476244155,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2006,183.078218225,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2007,286.294447827,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2008,300.178228029,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2009,291.449532465,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2010,296.551174993,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2011,310.176781484,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2012,294.728296391,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2013,325.858998174,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2014,356.578871676,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2015,318.641496345,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2016,315.454004437,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2017,323.432516534,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2018,329.13171968,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2019,334.696116893,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2020,300.58761481,US$/m3,I,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2006,2.56644763,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2007,2.506941377,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2008,2.446300275,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2009,2.355425693,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2010,2.265036816,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2011,2.4391412,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2012,2.616297942,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2013,2.79658802,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2014,2.980095305,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2015,3.166906687,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2016,3.357112213,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2017,3.550805233,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2018,3.74808255,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2019,3.949044586,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Austria,2020,3.949044586,%,I,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2006,0.583872119,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2007,0.593505219,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2008,0.640499261,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2009,0.666444518,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2010,0.682433227,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2011,0.700437774,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2012,0.720865038,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2013,0.83619211,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2014,0.927643785,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2015,1.126690035,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2016,1.099846878,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2017,1.041040219,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2018,1.29935825,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2019,1.329754788,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Belgium,2020,1.158056636,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2006,13.585718119,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2007,11.276369707,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2008,15.813419078,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2009,16.276752165,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2010,15.760860446,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2011,16.444534933,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2012,16.612423447,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2013,15.087783467,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2014,13.516127832,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2015,14.722705795,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2016,15.951858079,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2017,14.75786497,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2018,13.34562212,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2019,11.453338252,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Bulgaria,2020,12.822532992,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2006,0.835491499,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2007,0.491573034,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2008,0.981789038,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2009,1.593510068,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2010,6.880633111,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2011,6.688562438,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2012,6.618527792,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2013,6.825479284,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2014,6.909794954,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2015,6.978112562,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2016,6.870427764,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2017,7.645244557,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2018,7.711328449,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2019,7.622868606,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Croatia,2020,7.524752475,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2006,69.350405794,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2007,66.020313943,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2008,68.181818182,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2009,76.797385621,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2010,73.163565132,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2011,74.04408457,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2012,67.322834646,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2013,65.648256953,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2014,63.309352518,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2015,66.326530612,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2016,63.897763578,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2017,62.626262626,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2018,61.188811189,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2019,60.583941606,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Cyprus,2020,62.545454546,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2006,1.378470874,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2007,1.513458608,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2008,1.741214008,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2009,2.163245974,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2010,2.022474816,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2011,2.207174816,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2012,2.346550788,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2013,2.666666667,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2014,2.940106693,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2015,3.3875,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2016,2.896341463,%,E,False
