Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Portugal","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","5608.17"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","5363.23"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","5148.36"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","3708.56"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","3681.21"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","3641.8"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","3584.44"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","3527.92"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","3419.1"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","3350.63"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","3346.62"
"Employment Indicators: Rural","Romania","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","3276.26"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","54.1"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","54.82"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","53.08"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","54.42"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","54.28"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","53.94"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","53.19"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","51.63"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","53.55"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","53.81"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","54"
"Employment Indicators: Rural","Romania","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","53.62"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","50.69"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","51.49"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","49.58"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","51.83"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","51.59"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","50.99"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","49.58"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","48.3"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","50.63"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","51.27"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","51.51"
"Employment Indicators: Rural","Romania","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","50.51"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Romania","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","1143.91"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","1153.11"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","1135.92"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","1109.67"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","1084.81"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","957.47"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","969.43"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","1054.95"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","1084.94"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","1065.85"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","1046.26"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","1050.83"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","1074.34"
"Employment Indicators: Rural","Slovakia","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","1038.33"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","57.18"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","57.16"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","56.92"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","57.5"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","57.31"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","56.54"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","57.43"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","58.97"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","59.47"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","59.49"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","59.17"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","58.62"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","59.3"
"Employment Indicators: Rural","Slovakia","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","58.6"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","49.11"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","49.95"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","48.29"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","47.43"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","47.71"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","46.51"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","47.3"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","50.74"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","51.42"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","52.64"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","53.25"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","53.71"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","55.26"
"Employment Indicators: Rural","Slovakia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","53.96"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovakia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","470.45"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","460.68"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","464.72"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","460.57"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","452.93"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","431.36"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","466.36"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","458.65"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","472.31"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","465.4"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","442.21"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","447.23"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","448.7"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","443.51"
"Employment Indicators: Rural","Slovenia","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","442.69"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","60.69"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","60.96"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","60.67"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","61.16"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","60.74"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","59.02"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","58.24"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","58.1"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","59.07"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","58.17"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","57.33"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","59.61"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","59.19"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","58.42"
"Employment Indicators: Rural","Slovenia","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","57.1"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","57.48"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","58.12"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","58.17"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","57.74"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","56.75"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","54.42"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","53.03"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","52.43"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","53.7"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","53.15"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","53.21"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","56.09"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","56.48"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","55.88"
"Employment Indicators: Rural","Slovenia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","54.57"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Slovenia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","4741.68"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","4879.1"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","4892.65"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","4556.16"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","4451.94"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","4400.59"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","4193.09"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","4043.97"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","4080.64"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","4292.29"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","4515.82"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","2305.69"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","2385.79"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","2438.42"
"Employment Indicators: Rural","Spain","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","2375.35"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","52.6"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","53.28"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","54.27"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","54.61"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","55.01"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","55.53"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","55.7"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","55.64"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","55.15"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","55.13"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","55.55"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","52.12"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","52.34"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","52.67"
"Employment Indicators: Rural","Spain","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","52.16"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","47.88"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","48.69"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","47.77"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","44.33"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","43.63"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","43.03"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","40.42"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","39.7"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","40.24"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","41.69"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","43.68"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","42.91"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","44.42"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","45.33"
"Employment Indicators: Rural","Spain","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","44.52"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
